,NEWSUID,SCID,PROP,CLAF,PRID,Drain,DrainNum,Layer,TopDep,BotDep,CFRAG,CFRAG_std,SDTO,SDTO_std,STPC,STPC_std,CLPC,CLPC_std,PSCL,BULK,BULK_std,TAWC,TAWC_std,ORGC,ORGC_std,TOTN,TOTN_std,CNrt,CNrt_std,CECS,CECS_std,CECc,CECc_std,ECEC,ECEC_std,TEB,TEB_std,BSAT,BSAT_std,ALSA,ALSA_std,ESP,ESP_std,PHAQ,PHAQ_std,TCEQ,TCEQ_std,GYPS,GYPS_std,ELCO,ELCO_std,clay,STPCw,SDTOw,clayw,ORGCw,theta1500t,theta1500,SMW,theta33t,theta33,SMFCF,SAR,log10-k,K0,SOPE,KSUB,center,code_soil
205671,WD30004784,2,20,"""LVx""","""LVx/C""","""W""",5,"""D1""",0,20,11,1.00E+01,37,1.90E+01,33,1.60E+01,30,1.60E+01,"""M""",1.45E+00,2.10E-01,14,4.00E+00,17.4300003,1.05E+01,1.49E+00,6.70E-01,1.20E+01,4.00E+00,18,8.00E+00,46,2.30E+01,1.70E+01,8.00E+00,1.60E+01,9.00E+00,78,2.20E+01,0,0.00E+00,1,1.00E+00,6.50E+00,9.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,7.00E-01,30,0.33,0.37,0.3,0.01743,0.175836849,0.180454007,0.180454007,0.314891242,0.309339699,0.309339699,1.539051532,-0.555591614,0.278232838,101.74224,68.44477964,"[-97.98750032805, 26.34583300400311]",4784
134062,WD20004785,1,60,"""KSh""","""KSh/B""","""W""",5,"""D1""",0,20,6,6.00E+00,43,2.10E+01,37,1.50E+01,20,1.10E+01,"""M""",1.47E+00,1.40E-01,18,8.00E+00,11.8100004,4.26E+00,1.25E+00,4.30E-01,1.00E+01,2.00E+00,18,6.00E+00,72,1.90E+01,2.90E+01,1.60E+01,2.80E+01,1.60E+01,100,0.00E+00,0,0.00E+00,2,1.00E+00,7.40E+00,7.00E-01,3.60E+01,3.60E+01,1.00E+00,0.00E+00,1,3.00E-01,20,0.37,0.43,0.2,0.01181,0.123993546,0.121352642,0.121352642,0.269038606,0.24628398,0.24628398,2.246558284,-0.117184348,0.763511621,117.10416,78.77916218,"[-119.98750024005001, 45.48749959410311]",4785
136977,WD20004785,3,20,"""KSl""","""KSl/B""","""W""",5,"""D1""",0,20,19,1.60E+01,39,1.90E+01,38,1.40E+01,23,1.00E+01,"""M""",1.45E+00,1.40E-01,15,3.00E+00,14.1800003,6.14E+00,1.36E+00,5.60E-01,1.10E+01,2.00E+00,20,6.00E+00,67,1.30E+01,2.30E+01,9.00E+00,2.30E+01,9.00E+00,97,4.00E+00,0,0.00E+00,1,1.00E+00,7.00E+00,6.00E-01,2.70E+01,2.00E+01,1.00E+00,0.00E+00,1,3.00E-01,23,0.38,0.39,0.23,0.01418,0.139819933,0.139394723,0.139394723,0.286605503,0.269804148,0.269804148,1.539051532,-0.245372242,0.568365565,107.801664,72.52111942,"[-119.98750024005001, 45.48749959410311]",4785
159985,WD20004785,2,20,"""LPq""","""LPq/B""","""E""",7,"""D1""",0,20,18,1.10E+01,66,9.00E+00,22,1.00E+01,12,7.00E+00,"""C""",1.37E+00,2.20E-01,18,4.00E+00,7.11000013,6.31E+00,5.80E-01,5.00E-01,1.30E+01,4.00E+00,6,4.00E+00,35,2.00E+01,2.50E+01,1.90E+01,1.00E+01,9.00E+00,64,4.00E+01,0,0.00E+00,3,2.00E+00,7.40E+00,1.60E+00,6.30E+01,6.50E+01,3.00E+00,6.00E+00,1,1.00E+00,12,0.22,0.66,0.12,0.00711,0.079040631,0.07010632,0.07010632,0.192621729,0.153184519,0.153184519,2.968652804,0.265338801,1.842208582,168.225216,113.1696908,"[-119.98750024005001, 45.48749959410311]",4785
134972,WD30004786,1,70,"""KSh""","""KSh/C""","""W""",5,"""D1""",0,20,9,5.00E+00,37,2.20E+01,40,1.50E+01,23,1.10E+01,"""M""",1.51E+00,1.60E-01,18,8.00E+00,17.0599995,7.68E+00,1.63E+00,7.70E-01,1.10E+01,2.00E+00,19,7.00E+00,62,1.80E+01,1.90E+01,1.00E+01,2.40E+01,1.60E+01,96,7.00E+00,0,0.00E+00,2,1.00E+00,6.60E+00,9.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0,1.00E-01,23,0.4,0.37,0.23,0.01706,0.139999712,0.139599671,0.139599671,0.289564791,0.273844245,0.273844245,2.246558284,-0.256102831,0.554494406,103.534464,69.6504576,"[-97.78750032885, 31.71249964920311]",4786
292958,WD30004786,2,30,"""VR""","""VR/C""","""M""",4,"""D1""",0,20,2,2.00E+00,14,1.20E+01,33,1.00E+01,53,1.30E+01,"""F""",1.70E+00,1.60E-01,14,3.00E+00,17.0300007,7.86E+00,1.64E+00,6.30E-01,1.10E+01,2.00E+00,40,1.00E+01,65,1.40E+01,4.50E+01,1.60E+01,4.40E+01,1.60E+01,93,1.00E+01,0,0.00E+00,1,1.00E+00,6.90E+00,9.00E-01,9.50E+01,9.10E+01,7.00E+00,6.00E+00,0,2.00E-01,53,0.33,0.14,0.53,0.017030001,0.290792364,0.311503295,0.311503295,0.400706336,0.44184779,0.44184779,1.539051532,-1.548945217,0.028252363,46.780704,31.47065542,"[-97.78750032885, 31.71249964920311]",4786
36572,WD20004792,2,30,"""CLh""","""CLh/B""","""W""",5,"""D1""",0,20,12,1.20E+01,49,2.40E+01,33,1.80E+01,18,1.00E+01,"""M""",1.45E+00,1.30E-01,13,4.00E+00,6.96999979,3.67E+00,8.00E-01,4.30E-01,9.00E+00,2.00E+00,14,6.00E+00,67,2.80E+01,3.80E+01,1.40E+01,3.80E+01,1.30E+01,100,0.00E+00,0,0.00E+00,2,2.00E+00,8.20E+00,3.00E-01,1.39E+02,9.60E+01,2.00E+00,1.00E+00,1,2.00E-01,18,0.33,0.49,0.18,0.00697,0.112940187,0.108751813,0.108751813,0.251039688,0.223006691,0.223006691,2.246558284,-0.020862064,0.953098829,130.417824,87.73562705,"[-104.91250030035, 33.46249964220311]",4792
134064,WD20004792,1,70,"""KSh""","""KSh/B""","""W""",5,"""D1""",0,20,6,6.00E+00,43,2.10E+01,37,1.50E+01,20,1.10E+01,"""M""",1.47E+00,1.40E-01,18,8.00E+00,11.8100004,4.26E+00,1.25E+00,4.30E-01,1.00E+01,2.00E+00,18,6.00E+00,72,1.90E+01,2.90E+01,1.60E+01,2.80E+01,1.60E+01,100,0.00E+00,0,0.00E+00,2,1.00E+00,7.40E+00,7.00E-01,3.60E+01,3.60E+01,1.00E+00,0.00E+00,1,3.00E-01,20,0.37,0.43,0.2,0.01181,0.123993546,0.121352642,0.121352642,0.269038606,0.24628398,0.24628398,2.246558284,-0.117184348,0.763511621,117.10416,78.77916218,"[-104.91250030035, 33.46249964220311]",4792
117889,WD40004793,2,30,"""GLk""","""GLk/D""","""P""",2,"""D1""",0,20,8,6.00E+00,51,3.20E+01,31,2.10E+01,18,1.30E+01,"""M""",1.35E+00,2.80E-01,22,6.00E+00,22.2399998,1.90E+01,2.17E+00,1.49E+00,1.00E+01,1.00E+00,16,9.00E+00,58,4.70E+01,3.10E+01,1.30E+01,3.10E+01,1.20E+01,98,6.00E+00,0,0.00E+00,3,2.00E+00,7.10E+00,6.00E-01,2.05E+02,1.95E+02,1.00E+00,0.00E+00,1,7.00E-01,18,0.31,0.51,0.18,0.02224,0.11280051,0.108592582,0.108592582,0.247788208,0.21889033,0.21889033,2.968652804,-0.028205065,0.937119413,134.685024,90.60628887,"[-112.02083360525, 41.579166276403114]",4793
135263,WD40004793,1,60,"""KSh""","""KSh/D""","""W""",5,"""D1""",0,20,11,1.20E+01,37,2.50E+01,42,1.80E+01,21,1.20E+01,"""M""",1.43E+00,1.50E-01,18,8.00E+00,18.1200008,7.89E+00,1.72E+00,7.60E-01,1.10E+01,2.00E+00,20,8.00E+00,66,1.50E+01,2.30E+01,1.30E+01,2.30E+01,1.30E+01,94,7.00E+00,0,0.00E+00,1,1.00E+00,6.80E+00,8.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,3.00E-01,21,0.42,0.37,0.21,0.018120001,0.129766374,0.127933667,0.127933667,0.282337206,0.264016535,0.264016535,1.539051532,-0.159305434,0.6929383,104.046528,69.99493702,"[-112.02083360525, 41.579166276403114]",4793
137678,WD40004793,3,10,"""KSl""","""KSl/D""","""W""",5,"""D1""",0,20,11,1.00E+01,31,2.20E+01,46,1.70E+01,23,1.00E+01,"""M""",1.45E+00,1.40E-01,16,3.00E+00,17.8400002,7.45E+00,1.65E+00,6.20E-01,1.10E+01,2.00E+00,20,7.00E+00,60,1.50E+01,2.00E+01,8.00E+00,1.90E+01,8.00E+00,89,9.00E+00,0,0.00E+00,1,0.00E+00,6.40E+00,7.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,3.00E-01,23,0.46,0.31,0.23,0.01784,0.14049975,0.140169715,0.140169715,0.298386236,0.286020849,0.286020849,1.539051532,-0.252862682,0.558646803,90.732864,61.03847215,"[-112.02083360525, 41.579166276403114]",4793
134065,WD20004796,1,70,"""KSh""","""KSh/B""","""W""",5,"""D1""",0,20,6,6.00E+00,43,2.10E+01,37,1.50E+01,20,1.10E+01,"""M""",1.47E+00,1.40E-01,18,8.00E+00,11.8100004,4.26E+00,1.25E+00,4.30E-01,1.00E+01,2.00E+00,18,6.00E+00,72,1.90E+01,2.90E+01,1.60E+01,2.80E+01,1.60E+01,100,0.00E+00,0,0.00E+00,2,1.00E+00,7.40E+00,7.00E-01,3.60E+01,3.60E+01,1.00E+00,0.00E+00,1,3.00E-01,20,0.37,0.43,0.2,0.01181,0.123993546,0.121352642,0.121352642,0.269038606,0.24628398,0.24628398,2.246558284,-0.117184348,0.763511621,117.10416,78.77916218,"[-105.62916696415, 48.98749958010311]",4796
262353,WD20004796,2,30,"""RGe""","""RGe/B""","""S""",6,"""D1""",0,20,18,1.30E+01,66,2.30E+01,20,1.50E+01,14,1.20E+01,"""C""",1.45E+00,2.20E-01,15,5.00E+00,5.76000023,3.71E+00,5.20E-01,3.10E-01,1.00E+01,3.00E+00,13,8.00E+00,75,4.10E+01,2.00E+01,1.70E+01,2.00E+01,1.60E+01,98,4.00E+00,0,0.00E+00,3,3.00E+00,7.40E+00,8.00E-01,1.80E+01,1.00E+01,4.00E+01,3.70E+01,1,9.00E-01,14,0.2,0.66,0.14,0.00576,0.089666285,0.082219565,0.082219565,0.202469197,0.164340731,0.164340731,2.968652804,0.173924405,1.492534591,167.713152,112.8252113,"[-105.62916696415, 48.98749958010311]",4796
135249,WD40004797,1,70,"""KSh""","""KSh/D""","""W""",5,"""D1""",0,20,11,1.20E+01,37,2.50E+01,42,1.80E+01,21,1.20E+01,"""M""",1.43E+00,1.50E-01,18,8.00E+00,18.1200008,7.89E+00,1.72E+00,7.60E-01,1.10E+01,2.00E+00,20,8.00E+00,66,1.50E+01,2.30E+01,1.30E+01,2.30E+01,1.30E+01,94,7.00E+00,0,0.00E+00,1,1.00E+00,6.80E+00,8.00E-01,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1,3.00E-01,21,0.42,0.37,0.21,0.018120001,0.129766374,0.127933667,0.127933667,0.282337206,0.264016535,0.264016535,1.539051532,-0.159305434,0.6929383,104.046528,69.99493702,"[-100.33750031865, 43.97083293350311]",4797
270239,WD40004797,2,30,"""RGe""","""RGe/D""","""S""",6,"""D1""",0,20,19,1.40E+01,50,2.50E+01,33,1.60E+01,17,1.20E+01,"""M""",1.51E+00,1.90E-01,15,6.00E+00,13.8699999,9.54E+00,1.37E+00,8.90E-01,1.30E+01,3.00E+00,15,7.00E+00,65,2.50E+01,2.40E+01,1.40E+01,2.10E+01,1.40E+01,95,9.00E+00,0,0.00E+00,2,1.00E+00,7.00E+00,9.00E-01,1.70E+01,1.20E+01,2.90E+01,3.40E+01,1,7.00E-01,17,0.33,0.5,0.17,0.01387,0.107657242,0.102729256,0.102729256,0.245200517,0.215633709,0.215633709,2.246558284,0.024788915,1.05873901,132.807456,89.34319767,"[-100.33750031865, 43.97083293350311]",4797
134066,WD20004798,1,60,"""KSh""","""KSh/B""","""W""",5,"""D1""",0,20,6,6.00E+00,43,2.10E+01,37,1.50E+01,20,1.10E+01,"""M""",1.47E+00,1.40E-01,18,8.00E+00,11.8100004,4.26E+00,1.25E+00,4.30E-01,1.00E+01,2.00E+00,18,6.00E+00,72,1.90E+01,2.90E+01,1.60E+01,2.80E+01,1.60E+01,100,0.00E+00,0,0.00E+00,2,1.00E+00,7.40E+00,7.00E-01,3.60E+01,3.60E+01,1.00E+00,0.00E+00,1,3.00E-01,20,0.37,0.43,0.2,0.01181,0.123993546,0.121352642,0.121352642,0.269038606,0.24628398,0.24628398,2.246558284,-0.117184348,0.763511621,117.10416,78.77916218,"[-102.78750030885, 44.25416626570311]",4798
253251,WD20004798,3,20,"""RGc""","""RGc/B""","""S""",6,"""D1""",0,20,9,8.00E+00,55,2.40E+01,30,1.70E+01,15,1.10E+01,"""M""",1.42E+00,1.70E-01,20,9.00E+00,5.88999987,4.47E+00,7.80E-01,5.20E-01,9.00E+00,2.00E+00,14,8.00E+00,83,4.40E+01,3.70E+01,1.70E+01,3.70E+01,1.70E+01,99,2.00E+00,0,0.00E+00,4,3.00E+00,8.20E+00,3.00E-01,9.30E+01,6.30E+01,3.30E+01,4.40E+01,1,9.00E-01,15,0.3,0.55,0.15,0.00589,0.096500052,0.090010059,0.090010059,0.227550372,0.193879211,0.193879211,3.70579096,0.103711943,1.269731643,143.98752,96.86433164,"[-102.78750030885, 44.25416626570311]",4798
262344,WD20004798,2,20,"""RGe""","""RGe/B""","""S""",6,"""D1""",0,20,18,1.30E+01,66,2.30E+01,20,1.50E+01,14,1.20E+01,"""C""",1.45E+00,2.20E-01,15,5.00E+00,5.76000023,3.71E+00,5.20E-01,3.10E-01,1.00E+01,3.00E+00,13,8.00E+00,75,4.10E+01,2.00E+01,1.70E+01,2.00E+01,1.60E+01,98,4.00E+00,0,0.00E+00,3,3.00E+00,7.40E+00,8.00E-01,1.80E+01,1.00E+01,4.00E+01,3.70E+01,1,9.00E-01,14,0.2,0.66,0.14,0.00576,0.089666285,0.082219565,0.082219565,0.202469197,0.164340731,0.164340731,2.968652804,0.173924405,1.492534591,167.713152,112.8252113,"[-102.78750030885, 44.25416626570311]",4798
134067,WD20004799,2,30,"""KSh""","""KSh/B""","""W""",5,"""D1""",0,20,6,6.00E+00,43,2.10E+01,37,1.50E+01,20,1.10E+01,"""M""",1.47E+00,1.40E-01,18,8.00E+00,11.8100004,4.26E+00,1.25E+00,4.30E-01,1.00E+01,2.00E+00,18,6.00E+00,72,1.90E+01,2.90E+01,1.60E+01,2.80E+01,1.60E+01,100,0.00E+00,0,0.00E+00,2,1.00E+00,7.40E+00,7.00E-01,3.60E+01,3.60E+01,1.00E+00,0.00E+00,1,3.00E-01,20,0.37,0.43,0.2,0.01181,0.123993546,0.121352642,0.121352642,0.269038606,0.24628398,0.24628398,2.246558284,-0.117184348,0.763511621,117.10416,78.77916218,"[-100.62916698415, 36.09583296500311]",4799
136267,WD20004799,1,50,"""KSk""","""KSk/B""","""W""",5,"""D1""",0,20,13,1.40E+01,41,2.10E+01,35,1.60E+01,24,1.20E+01,"""M""",1.40E+00,1.90E-01,14,4.00E+00,14.1099997,6.76E+00,1.60E+00,8.40E-01,9.00E+00,2.00E+00,19,8.00E+00,62,1.90E+01,4.30E+01,1.50E+01,4.30E+01,1.50E+01,100,0.00E+00,0,0.00E+00,2,1.00E+00,7.90E+00,3.00E-01,8.80E+01,8.10E+01,2.00E+00,1.00E+00,1,4.00E-01,24,0.35,0.41,0.24,0.01411,0.144800762,0.145072869,0.145072869,0.287465288,0.270975632,0.270975632,2.246558284,-0.29657967,0.505149968,111.812832,75.21954153,"[-100.62916698415, 36.09583296500311]",4799
136973,WD20004799,4,10,"""KSl""","""KSl/B""","""W""",5,"""D1""",0,20,19,1.60E+01,39,1.90E+01,38,1.40E+01,23,1.00E+01,"""M""",1.45E+00,1.40E-01,15,3.00E+00,14.1800003,6.14E+00,1.36E+00,5.60E-01,1.10E+01,2.00E+00,20,6.00E+00,67,1.30E+01,2.30E+01,9.00E+00,2.30E+01,9.00E+00,97,4.00E+00,0,0.00E+00,1,1.00E+00,7.00E+00,6.00E-01,2.70E+01,2.00E+01,1.00E+00,0.00E+00,1,3.00E-01,23,0.38,0.39,0.23,0.01418,0.139819933,0.139394723,0.139394723,0.286605503,0.269804148,0.269804148,1.539051532,-0.245372242,0.568365565,107.801664,72.52111942,"[-100.62916698415, 36.09583296500311]",4799
159988,WD20004799,3,10,"""LPq""","""LPq/B""","""E""",7,"""D1""",0,20,18,1.10E+01,66,9.00E+00,22,1.00E+01,12,7.00E+00,"""C""",1.37E+00,2.20E-01,18,4.00E+00,7.11000013,6.31E+00,5.80E-01,5.00E-01,1.30E+01,4.00E+00,6,4.00E+00,35,2.00E+01,2.50E+01,1.90E+01,1.00E+01,9.00E+00,64,4.00E+01,0,0.00E+00,3,2.00E+00,7.40E+00,1.60E+00,6.30E+01,6.50E+01,3.00E+00,6.00E+00,1,1.00E+00,12,0.22,0.66,0.12,0.00711,0.079040631,0.07010632,0.07010632,0.192621729,0.153184519,0.153184519,2.968652804,0.265338801,1.842208582,168.225216,113.1696908,"[-100.62916698415, 36.09583296500311]",4799
136264,WD20004802,1,70,"""KSk""","""KSk/B""","""W""",5,"""D1""",0,20,13,1.40E+01,41,2.10E+01,35,1.60E+01,24,1.20E+01,"""M""",1.40E+00,1.90E-01,14,4.00E+00,14.1099997,6.76E+00,1.60E+00,8.40E-01,9.00E+00,2.00E+00,19,8.00E+00,62,1.90E+01,4.30E+01,1.50E+01,4.30E+01,1.50E+01,100,0.00E+00,0,0.00E+00,2,1.00E+00,7.90E+00,3.00E-01,8.80E+01,8.10E+01,2.00E+00,1.00E+00,1,4.00E-01,24,0.35,0.41,0.24,0.01411,0.144800762,0.145072869,0.145072869,0.287465288,0.270975632,0.270975632,2.246558284,-0.29657967,0.505149968,111.812832,75.21954153,"[-103.54583363915, 33.36249964260311]",4802
136970,WD20004802,2,30,"""KSl""","""KSl/B""","""W""",5,"""D1""",0,20,19,1.60E+01,39,1.90E+01,38,1.40E+01,23,1.00E+01,"""M""",1.45E+00,1.40E-01,15,3.00E+00,14.1800003,6.14E+00,1.36E+00,5.60E-01,1.10E+01,2.00E+00,20,6.00E+00,67,1.30E+01,2.30E+01,9.00E+00,2.30E+01,9.00E+00,97,4.00E+00,0,0.00E+00,1,1.00E+00,7.00E+00,6.00E-01,2.70E+01,2.00E+01,1.00E+00,0.00E+00,1,3.00E-01,23,0.38,0.39,0.23,0.01418,0.139819933,0.139394723,0.139394723,0.286605503,0.269804148,0.269804148,1.539051532,-0.245372242,0.568365565,107.801664,72.52111942,"[-103.54583363915, 33.36249964260311]",4802
136278,WD20004803,1,70,"""KSk""","""KSk/B""","""W""",5,"""D1""",0,20,13,1.40E+01,41,2.10E+01,35,1.60E+01,24,1.20E+01,"""M""",1.40E+00,1.90E-01,14,4.00E+00,14.1099997,6.76E+00,1.60E+00,8.40E-01,9.00E+00,2.00E+00,19,8.00E+00,62,1.90E+01,4.30E+01,1.50E+01,4.30E+01,1.50E+01,100,0.00E+00,0,0.00E+00,2,1.00E+00,7.90E+00,3.00E-01,8.80E+01,8.10E+01,2.00E+00,1.00E+00,1,4.00E-01,24,0.35,0.41,0.24,0.01411,0.144800762,0.145072869,0.145072869,0.287465288,0.270975632,0.270975632,2.246558284,-0.29657967,0.505149968,111.812832,75.21954153,"[-99.56250032175, 28.51249966200311]",4803
292183,WD20004803,2,30,"""VR""","""VR/B""","""M""",4,"""D1""",0,20,2,2.00E+00,20,1.40E+01,26,1.20E+01,54,1.30E+01,"""F""",1.62E+00,1.60E-01,18,5.00E+00,9.19999981,4.31E+00,1.00E+00,4.20E-01,1.10E+01,3.00E+00,39,1.20E+01,67,1.60E+01,4.90E+01,1.80E+01,4.90E+01,1.90E+01,99,2.00E+00,0,0.00E+00,3,2.00E+00,7.50E+00,7.00E-01,4.60E+01,4.90E+01,8.00E+00,6.00E+00,0,2.00E-01,54,0.26,0.2,0.54,0.0092,0.296523816,0.31803715,0.31803715,0.402894104,0.445472964,0.445472964,2.968652804,-1.614784894,0.024278123,59.326272,39.91040116,"[-99.56250032175, 28.51249966200311]",4803
137667,WD40004806,1,70,"""KSl""","""KSl/D""","""W""",5,"""D1""",0,20,11,1.00E+01,31,2.20E+01,46,1.70E+01,23,1.00E+01,"""M""",1.45E+00,1.40E-01,16,3.00E+00,17.8400002,7.45E+00,1.65E+00,6.20E-01,1.10E+01,2.00E+00,20,7.00E+00,60,1.50E+01,2.00E+01,8.00E+00,1.90E+01,8.00E+00,89,9.00E+00,0,0.00E+00,1,0.00E+00,6.40E+00,7.00E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,3.00E-01,23,0.46,0.31,0.23,0.01784,0.14049975,0.140169715,0.140169715,0.298386236,0.286020849,0.286020849,1.539051532,-0.252862682,0.558646803,90.732864,61.03847215,"[-99.93750032025, 42.97916627080311]",4806
270181,WD40004806,2,30,"""RGe""","""RGe/D""","""S""",6,"""D1""",0,20,19,1.40E+01,50,2.50E+01,33,1.60E+01,17,1.20E+01,"""M""",1.51E+00,1.90E-01,15,6.00E+00,13.8699999,9.54E+00,1.37E+00,8.90E-01,1.30E+01,3.00E+00,15,7.00E+00,65,2.50E+01,2.40E+01,1.40E+01,2.10E+01,1.40E+01,95,9.00E+00,0,0.00E+00,2,1.00E+00,7.00E+00,9.00E-01,1.70E+01,1.20E+01,2.90E+01,3.40E+01,1,7.00E-01,17,0.33,0.5,0.17,0.01387,0.107657242,0.102729256,0.102729256,0.245200517,0.215633709,0.215633709,2.246558284,0.024788915,1.05873901,132.807456,89.34319767,"[-99.93750032025, 42.97916627080311]",4806
136972,WD20004807,1,70,"""KSl""","""KSl/B""","""W""",5,"""D1""",0,20,19,1.60E+01,39,1.90E+01,38,1.40E+01,23,1.00E+01,"""M""",1.45E+00,1.40E-01,15,3.00E+00,14.1800003,6.14E+00,1.36E+00,5.60E-01,1.10E+01,2.00E+00,20,6.00E+00,67,1.30E+01,2.30E+01,9.00E+00,2.30E+01,9.00E+00,97,4.00E+00,0,0.00E+00,1,1.00E+00,7.00E+00,6.00E-01,2.70E+01,2.00E+01,1.00E+00,0.00E+00,1,3.00E-01,23,0.38,0.39,0.23,0.01418,0.139819933,0.139394723,0.139394723,0.286605503,0.269804148,0.269804148,1.539051532,-0.245372242,0.568365565,107.801664,72.52111942,"[-101.13750031545, 39.070832953103114]",4807
262326,WD20004807,2,30,"""RGe""","""RGe/B""","""S""",6,"""D1""",0,20,18,1.30E+01,66,2.30E+01,20,1.50E+01,14,1.20E+01,"""C""",1.45E+00,2.20E-01,15,5.00E+00,5.76000023,3.71E+00,5.20E-01,3.10E-01,1.00E+01,3.00E+00,13,8.00E+00,75,4.10E+01,2.00E+01,1.70E+01,2.00E+01,1.60E+01,98,4.00E+00,0,0.00E+00,3,3.00E+00,7.40E+00,8.00E-01,1.80E+01,1.00E+01,4.00E+01,3.70E+01,1,9.00E-01,14,0.2,0.66,0.14,0.00576,0.089666285,0.082219565,0.082219565,0.202469197,0.164340731,0.164340731,2.968652804,0.173924405,1.492534591,167.713152,112.8252113,"[-101.13750031545, 39.070832953103114]",4807
136975,WD20004808,1,70,"""KSl""","""KSl/B""","""W""",5,"""D1""",0,20,19,1.60E+01,39,1.90E+01,38,1.40E+01,23,1.00E+01,"""M""",1.45E+00,1.40E-01,15,3.00E+00,14.1800003,6.14E+00,1.36E+00,5.60E-01,1.10E+01,2.00E+00,20,6.00E+00,67,1.30E+01,2.30E+01,9.00E+00,2.30E+01,9.00E+00,97,4.00E+00,0,0.00E+00,1,1.00E+00,7.00E+00,6.00E-01,2.70E+01,2.00E+01,1.00E+00,0.00E+00,1,3.00E-01,23,0.38,0.39,0.23,0.01418,0.139819933,0.139394723,0.139394723,0.286605503,0.269804148,0.269804148,1.539051532,-0.245372242,0.568365565,107.801664,72.52111942,"[-103.47916697275001, 41.82916627540311]",4808
262360,WD20004808,2,30,"""RGe""","""RGe/B""","""S""",6,"""D1""",0,20,18,1.30E+01,66,2.30E+01,20,1.50E+01,14,1.20E+01,"""C""",1.45E+00,2.20E-01,15,5.00E+00,5.76000023,3.71E+00,5.20E-01,3.10E-01,1.00E+01,3.00E+00,13,8.00E+00,75,4.10E+01,2.00E+01,1.70E+01,2.00E+01,1.60E+01,98,4.00E+00,0,0.00E+00,3,3.00E+00,7.40E+00,8.00E-01,1.80E+01,1.00E+01,4.00E+01,3.70E+01,1,9.00E-01,14,0.2,0.66,0.14,0.00576,0.089666285,0.082219565,0.082219565,0.202469197,0.164340731,0.164340731,2.968652804,0.173924405,1.492534591,167.713152,112.8252113,"[-103.47916697275001, 41.82916627540311]",4808
32364,WD20004809,2,30,"""CH""","""CH/B""","""W""",5,"""D1""",0,20,16,1.50E+01,37,2.00E+01,36,1.40E+01,27,1.30E+01,"""M""",1.34E+00,1.80E-01,16,7.00E+00,22.5799999,1.24E+01,2.26E+00,1.19E+00,1.10E+01,2.00E+00,24,9.00E+00,62,2.00E+01,3.20E+01,1.70E+01,3.20E+01,1.70E+01,95,6.00E+00,0,0.00E+00,1,1.00E+00,7.00E+00,9.00E-01,8.70E+01,8.40E+01,8.00E+00,7.00E+00,1,6.00E-01,27,0.36,0.37,0.27,0.02258,0.160501197,0.162971365,0.162971365,0.304068699,0.29397033,0.29397033,1.539051532,-0.423679184,0.376982175,102.510336,68.96149876,"[-105.7250002971, 33.512499642003114]",4809
136978,WD20004809,1,70,"""KSl""","""KSl/B""","""W""",5,"""D1""",0,20,19,1.60E+01,39,1.90E+01,38,1.40E+01,23,1.00E+01,"""M""",1.45E+00,1.40E-01,15,3.00E+00,14.1800003,6.14E+00,1.36E+00,5.60E-01,1.10E+01,2.00E+00,20,6.00E+00,67,1.30E+01,2.30E+01,9.00E+00,2.30E+01,9.00E+00,97,4.00E+00,0,0.00E+00,1,1.00E+00,7.00E+00,6.00E-01,2.70E+01,2.00E+01,1.00E+00,0.00E+00,1,3.00E-01,23,0.38,0.39,0.23,0.01418,0.139819933,0.139394723,0.139394723,0.286605503,0.269804148,0.269804148,1.539051532,-0.245372242,0.568365565,107.801664,72.52111942,"[-105.7250002971, 33.512499642003114]",4809
32405,WD40004810,2,30,"""CH""","""CH/D""","""W""",5,"""D1""",0,20,9,1.00E+01,29,2.20E+01,44,1.60E+01,27,1.10E+01,"""M""",1.39E+00,1.90E-01,16,5.00E+00,29.3999996,1.36E+01,2.62E+00,1.12E+00,1.10E+01,2.00E+00,27,9.00E+00,62,1.50E+01,3.00E+01,1.40E+01,3.00E+01,1.30E+01,94,7.00E+00,0,0.00E+00,1,1.00E+00,6.80E+00,8.00E-01,4.40E+01,4.60E+01,8.00E+00,7.00E+00,1,6.00E-01,27,0.44,0.29,0.27,0.0294,0.160970236,0.163506069,0.163506069,0.31441183,0.308652512,0.308652512,1.539051532,-0.429348242,0.372093221,85.441536,57.47885149,"[-107.76250028895001, 40.27916628160311]",4810
